사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars
꼬리달린빗자루,한식,영업,제주특별자치도 제주시 오라이동 708-5번지 ,"제주특별자치도 제주시 아연로 191, 1층 (오라이동)",,,0,0.0
온정메밀앤흑돼지불고기,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3648 ,"제주특별자치도 제주시 구좌읍 세평항로 18, 1층",,,,
명태어장외도점,한식,영업,제주특별자치도 제주시 외도일동 475-8 ,"제주특별자치도 제주시 우정로 34, 1층 (외도일동)",,,72,4.33
권민정훠궈양정육식당,한식,영업,제주특별자치도 제주시 오라일동 1076 ,"제주특별자치도 제주시 오남로 15, 1층 (오라일동)",,,,
전농로의오후,카페,영업,제주특별자치도 제주시 삼도이동 594-20번지 ,"제주특별자치도 제주시 전농로 75, 1층 (삼도이동)",,,0,0.0
함덕족발스로운,야식,영업,제주특별자치도 제주시 조천읍 함덕리 963-1 ,"제주특별자치도 제주시 조천읍 함덕18길 1, 1층",,,316,4.81
차이나리,한식,영업,제주특별자치도 제주시 한경면 고산리 2615-2 ,"제주특별자치도 제주시 한경면 고산로 70, 1층",,,27,4.67
김밥천국광양대학로점,분식,영업,제주특별자치도 제주시 이도이동 1185-2번지 ,제주특별자치도 제주시 광양14길 1 (이도이동),,,466,4.32
섬돌,한식,영업,제주특별자치도 제주시 용담이동 2702-7번지 ,"제주특별자치도 제주시 용문로18길 42-1, 1층 (용담이동)",,,,
생고기통김치찌개,한식,영업,제주특별자치도 제주시 한림읍 한림리 1371-18번지 ,제주특별자치도 제주시 한림읍 한림로5길 11,,,124,4.13
서로푸드,한식,영업,제주특별자치도 제주시 화북일동 13-11 ,"제주특별자치도 제주시 동화로1길 49-5, 1층 (화북일동)",,,,
핸즈웍스테이블,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 756번지 ,"제주특별자치도 제주시 한림읍 귀덕로 78, 1층",,,,
다람쥐식탁,한식,영업,제주특별자치도 제주시 한림읍 동명리 1580-7번지 ,"제주특별자치도 제주시 한림읍 명월성로 10, 1층",,,430,4.5
석다원,한식,영업,제주특별자치도 제주시 구좌읍 하도리 473번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1752, 1층",,,,
풍류마당,호프,영업,제주특별자치도 제주시 일도이동 354-30 ,제주특별자치도 제주시 고마로 70 (일도이동),,,0,0.0
한림한성식당,한식,영업,제주특별자치도 제주시 한림읍 한림리 1590-3번지 ,"제주특별자치도 제주시 한림읍 한림로3길 8-5, 1층",,,0,0.0
주식회사그때그집,한식,영업,제주특별자치도 제주시 애월읍 애월리 407-6 ,"제주특별자치도 제주시 애월읍 애월해안로 97, 1층",,,,
고내촌한정식,경양식,영업,제주특별자치도 제주시 애월읍 고내리 367 ,"제주특별자치도 제주시 애월읍 고내로13길 73, 1층",,,188,4.24
푸라닭신제주점,호프,영업,제주특별자치도 제주시 노형동 939-4 ,"제주특별자치도 제주시 원노형로 36, 103,104호 (노형동)",,,267,4.34
다시정한림점,한식,영업,제주특별자치도 제주시 한림읍 대림리 1848번지 ,"제주특별자치도 제주시 한림읍 한림상로 231, 1층",,,,
루스트플레이스외도점,경양식,영업,제주특별자치도 제주시 외도일동 636-6 ,"제주특별자치도 제주시 우정로 80, 1층 (외도일동)",,,422,4.19
아르본리조트,한식,영업,제주특별자치도 제주시 애월읍 고성리 880번지 ,제주특별자치도 제주시 애월읍 평화로 2482,,,0,0.0
탐라국꾼시청점,호프,영업,제주특별자치도 제주시 이도이동 1176-110 (번영2로18) ,"제주특별자치도 제주시 동광로6길 14 (이도이동,(번영2로18))",,,,
제주어멍통갈치,한식,영업,제주특별자치도 제주시 용담삼동 2576-3 ,제주특별자치도 제주시 서해안로 372 (용담삼동),,,"1,412",4.38
삼바리회센타,해산물,영업,제주특별자치도 제주시 도남동 921-44 ,제주특별자치도 제주시 도남로7길 35 (도남동),,,70,4.45
비에이치씨애월점,호프,영업,제주특별자치도 제주시 애월읍 애월리 1667-1번지 ,"제주특별자치도 제주시 애월읍 애월로 126, 1층",,,,
소곱에,분식,영업,제주특별자치도 제주시 구좌읍 월정리 565 ,"제주특별자치도 제주시 구좌읍 월정3길 53-9, 1층",,,120,4.33
또또,중식,영업,제주특별자치도 제주시 연동 2322-3번지 (성신1로9) ,"제주특별자치도 제주시 성신로1길 11 (연동,(성신1로9))",,,68,4.45
나르샤,호프,영업,제주특별자치도 제주시 이도이동 1181-9 ,제주특별자치도 제주시 광양13길 8 (이도이동),,,,
(주)금자탑제주퍼시픽호텔구내,한식,영업,제주특별자치도 제주시 용담일동 159-1번지 ,제주특별자치도 제주시 서사로 20 (용담일동),,,,
처갓집앤델리퀸아라이도점,호프,영업,제주특별자치도 제주시 아라이동 3009-3번지 ,"제주특별자치도 제주시 승천로 89, 1층 (아라이동)",,,,
주식회사아이미제주비치호텔,경양식,영업,제주특별자치도 제주시 조천읍 함덕리 1010번지 ,"제주특별자치도 제주시 조천읍 조함해안로 474, 1층",,,,
주식회사아이미제주비치호텔(뷔페),뷔페,영업,제주특별자치도 제주시 조천읍 함덕리 1010번지 ,"제주특별자치도 제주시 조천읍 조함해안로 474, 1층",,,,
흑돈시범이네,한식,영업,제주특별자치도 제주시 노형동 2882-1 ,"제주특별자치도 제주시 광평동로 65, 1층 (노형동)",,,85,4.26
맘스터치연동점,호프,영업,제주특별자치도 제주시 연동 281-27번지 ,"제주특별자치도 제주시 삼무로 59, 1층 (연동)",,,0,0.0
백록오름,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1710-2 ,"제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층",,,584,4.86
동향치킨,호프,영업,제주특별자치도 제주시 조천읍 조천리 2229-1 ,제주특별자치도 제주시 조천읍 신북로 214,,,,
피자홍플러스,패스트푸드,영업,제주특별자치도 제주시 일도이동 51-7 ,"제주특별자치도 제주시 연수로4길 19, 1층 (일도이동)",,,158,4.9
할매보리밥,한식,영업,제주특별자치도 제주시 외도일동 480-3번지 ,"제주특별자치도 제주시 절물2길 29, 1층 (외도일동)",,,60,4.45
초롱박,술집,영업,제주특별자치도 제주시 노형동 724-1번지 (지하1층) ,"제주특별자치도 제주시 원노형로 83 (노형동,(지하1층))",,,0,0.0
또바기,한식,영업,제주특별자치도 제주시 노형동 1061-6 ,제주특별자치도 제주시 정존13길 21 (노형동),,,41,4.36
정실마당,한식,영업,제주특별자치도 제주시 오라이동 716번지 (아연로412) ,"제주특별자치도 제주시 아연로 193-7 (오라이동,(아연로412))",,,28,4.19
피자베이한림점,한식,영업,제주특별자치도 제주시 한림읍 한림리 1198-8 ,"제주특별자치도 제주시 한림읍 한림중앙로 27, 1층",,,,
카페정관헌,카페,영업,제주특별자치도 제주시 이도이동 1975-1번지 ,"제주특별자치도 제주시 박성내서길 6, 1층 (이도이동)",,,154,4.54
제주올레냉면,한식,영업,제주특별자치도 제주시 노형동 2466-1 ,"제주특별자치도 제주시 광평동로 19, 1층 (노형동)",,,519,4.5
귀빈반점,중식,영업,제주특별자치도 제주시 노형동 755-4번지 (제일고서로65) ,제주특별자치도 제주시 정원로 53-1 (노형동),,,92,4.13
부가네얼큰이일도점,한식,영업,제주특별자치도 제주시 이도이동 1951-10번지 (1층) ,제주특별자치도 제주시 신설로11길 57 (이도이동),,,50,4.25
복희해장국,한식,영업,제주특별자치도 제주시 건입동 1319-74 ,제주특별자치도 제주시 임항로 29 (건입동),,,102,4.34
바다를본돼지2호점,한식,영업,제주특별자치도 제주시 노형동 1055-4 ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",,,,
봉구비어노형점,호프,영업,제주특별자치도 제주시 노형동 1066-2 노형세기6차아파트 상가동 109호,"제주특별자치도 제주시 다랑곶1길 16, 상가동 109호 (노형동,노형세기6차아파트)",,,55,4.15
더부즈제주,호프,영업,제주특별자치도 제주시 노형동 3782-1번지 ,"제주특별자치도 제주시 노형11길 5-4, 1층 (노형동)",,,0,0.0
슬기,한식,영업,제주특별자치도 제주시 건입동 674-25번지 ,제주특별자치도 제주시 사라봉7길 36 (건입동),,,177,4.43
헝그리닭발포차시청,호프,영업,제주특별자치도 제주시 이도이동 1187-4번지 ,제주특별자치도 제주시 신성로 102 (이도이동),,,56,4.66
걸작떡볶이제주노형점,분식,영업,제주특별자치도 제주시 노형동 3789번지 ,"제주특별자치도 제주시 노형9길 7, 1층 (노형동)",,,170,4.4
충만치킨제주시청점,호프,영업,제주특별자치도 제주시 이도이동 1768-17번지 ,"제주특별자치도 제주시 광양10길 5, 3층 (이도이동)",,,24,4.64
석물원식당,한식,영업,제주특별자치도 제주시 한림읍 금능리 1282-9번지 ,"제주특별자치도 제주시 한림읍 한림로 176, 1층",,,0,0.0
금항아리,한식,영업,제주특별자치도 제주시 건입동 673번지 ,"제주특별자치도 제주시 임항로 267, 101호 (건입동)",,,39,4.38
서울집,한식,영업,제주특별자치도 제주시 일도이동 1031-16번지 ,"제주특별자치도 제주시 신산로 44-1, 1층 (일도이동)",,,,
연동대게회타운,한식,영업,제주특별자치도 제주시 연동 303-34 ,"제주특별자치도 제주시 신대로 125, 1층 (연동)",,,283,4.77
함덕487,호프,영업,제주특별자치도 제주시 조천읍 함덕리 1016 ,"제주특별자치도 제주시 조천읍 신북로 487, 1층",,,,
별오름탑동점,고기,영업,제주특별자치도 제주시 건입동 1319-17번지 ,"제주특별자치도 제주시 임항로 42, 2층 (건입동)",,,193,4.21
주비,카페,영업,제주특별자치도 제주시 이호일동 634-3번지 ,"제주특별자치도 제주시 도리로 84, 1층 (이호일동)",,,538,4.72
이도태정,고기,영업,제주특별자치도 제주시 이도일동 1705-8번지 ,제주특별자치도 제주시 고전길 10 (이도일동),,,,
광령맛집,한식,영업,제주특별자치도 제주시 애월읍 광령리 1248-2번지 ,제주특별자치도 제주시 애월읍 광령리 1248-2번지 ,,,,
딜리시아트,뷔페,영업,제주특별자치도 제주시 해안동 2137-1 ,제주특별자치도 제주시 노형로 89 (해안동),,,,
영성반점,중식,영업,제주특별자치도 제주시 노형동 730-1번지 ,"제주특별자치도 제주시 진군길 1-1, 1층 (노형동)",,,59,4.45
오션스위츠블루오션,한식,영업,제주특별자치도 제주시 삼도이동 1260-1번지 외1필지 201호,"제주특별자치도 제주시 탑동해안로 74, 201호 (삼도이동)",,,103,4.35
린스,카페,영업,제주특별자치도 제주시 연동 282-36번지 ,제주특별자치도 제주시 신대로14길 34 (연동),,,0,0.0
세화어머니손맛,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3645-2번지 ,제주특별자치도 제주시 구좌읍 세평항로 28,,,28,4.18
파크가든,한식,영업,제주특별자치도 제주시 회천동 3-16번지 ,"제주특별자치도 제주시 명림로 575-107, 1층 (회천동)",,,,
주왕,해산물,영업,제주특별자치도 제주시 노형동 2588-4번지 ,제주특별자치도 제주시 수덕9길 86-4 (노형동),,,24,4.36
차돌,호프,영업,제주특별자치도 제주시 이도이동 438번지 혜성상가 109동 102호,"제주특별자치도 제주시 남광로 65, 109동 102호 (이도이동, 혜성상가)",,,26,4.43
제주향미,한식,영업,제주특별자치도 제주시 연동 253-14번지 ,제주특별자치도 제주시 연동4길 12-2 (연동),,,16,4.03
제주섬신룽푸마라탕제주대점,한식,영업,제주특별자치도 제주시 아라일동 368-63 ,"제주특별자치도 제주시 산천단동2길 24, 1층 (아라일동)",,,,
신산복어집,한식,영업,제주특별자치도 제주시 일도이동 1018-13 ,제주특별자치도 제주시 삼성로 85 (일도이동),,,22,4.43
상구비어노형점,호프,영업,제주특별자치도 제주시 노형동 1051-5번지 노형위더스빌 101호,"제주특별자치도 제주시 월랑로10길 12, 101호 (노형동, 노형위더스빌)",,,19,4.5
노형늘봄,한식,영업,제주특별자치도 제주시 노형동 2343-3번지 ,제주특별자치도 제주시 한라대학로 12 (노형동),,,,
제주정낭집일도점,한식,영업,제주특별자치도 제주시 일도이동 52-8 ,"제주특별자치도 제주시 연수로3길 5, 1층 (일도이동)",,,0,0.0
삼겹구이,고기,영업,제주특별자치도 제주시 삼도일동 552-5 ,"제주특별자치도 제주시 서광로 225, 1층 (삼도일동)",,,60,4.31
바다이야기,해산물,영업,제주특별자치도 제주시 한림읍 옹포리 571 ,"제주특별자치도 제주시 한림읍 한림로 491, 1층",,,197,4.21
카페위더스,경양식,영업,제주특별자치도 제주시 오라이동 3178-1번지 오라이동 위더스빌 ,"제주특별자치도 제주시 연북로 204, 105동 지하층 101호 (오라이동, 오라이동 위더스빌)",,,0,0.0
청마루점,한식,영업,제주특별자치도 제주시 애월읍 상귀리 351번지 ,"제주특별자치도 제주시 애월읍 항몽로 71-1, 1층",,,,
르토아베이스먼트,카페,영업,제주특별자치도 제주시 구좌읍 평대리 2005 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1226, 1~2층",,,"1,739",4.45
늘찬,한식,영업,제주특별자치도 제주시 삼양이동 2140-11번지 ,"제주특별자치도 제주시 원당로 1, 1층 (삼양이동)",,,,
버무리떡볶이한림점,분식,영업,제주특별자치도 제주시 한림읍 한림리 1405-6번지 ,"제주특별자치도 제주시 한림읍 한림로 656, 1층",,,,
펠롱펠롱,양식,영업,제주특별자치도 제주시 삼양이동 2312번지 엔에이치에프제주삼화1단지 ,"제주특별자치도 제주시 화삼북로 87, 상가동 103호 (삼양이동, 엔에이치에프제주삼화1단지)",,,,
갯동산,한식,영업,제주특별자치도 제주시 구좌읍 평대리 2009-6번지 ,"제주특별자치도 제주시 구좌읍 평대7길 55, 2층",,,168,4.53
월정항아리,한식,영업,제주특별자치도 제주시 구좌읍 월정리 241 ,"제주특별자치도 제주시 구좌읍 월정5길 38, 1층",,,527,4.93
