사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동
바라나시책골목,카페,영업,제주특별자치도 제주시 용담일동 406번지 ,"제주특별자치도 제주시 동한두기길 35-2, 1층 (용담일동)",37,4.7,73,4.85,제주시,제주
카카듀,카페,영업,제주특별자치도 제주시 이도이동 1978-1번지 (1층) ,"제주특별자치도 제주시 박성내서길 18 (이도이동,(1층))",45,3.8,424,4.36,제주시,제주
미와,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1467번지 ,"제주특별자치도 제주시 구좌읍 구좌로 51-1, 2층",88,4.5,437,4.69,제주시,구좌
달리북카페,카페,영업,제주특별자치도 제주시 한림읍 옹포리 126번지 ,"제주특별자치도 제주시 한림읍 월계로 18, 1층",35,4.7,118,4.58,제주시,한림
세바,카페,영업,제주특별자치도 제주시 조천읍 선흘리 1093-1번지 외1필지(1층) ,제주특별자치도 제주시 조천읍 선흘동2길 20-7 (외1필지(1층)),73,4.1,81,4.5,제주시,조천
커피템플,카페,영업,제주특별자치도 제주시 월평동 1348-3번지 ,"제주특별자치도 제주시 영평길 269, 1층 (월평동)",229,4.4,661,4.56,제주시,제주
도나망,카페,영업,제주특별자치도 제주시 조천읍 함덕리 906번지 ,"제주특별자치도 제주시 조천읍 일주동로 1208, 1층",90,3.9,77,4.24,제주시,조천
도도톳김밥,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1477-15 ,제주특별자치도 제주시 구좌읍 해맞이해안로 1460,68,4.1,761,0.0,제주시,구좌
카페도두,카페,영업,제주특별자치도 제주시 도두이동 705번지 ,"제주특별자치도 제주시 서해안로 342, 1층 (도두이동)",32,4.3,0,0.0,제주시,제주
에이바우트커피함덕해수욕장,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-28 ,"제주특별자치도 제주시 조천읍 조함해안로 526, 1~2층",50,4.2,0,0.0,제주시,조천
엘리사,카페,영업,제주특별자치도 제주시 애월읍 하귀2리 2753-3 ,"제주특별자치도 제주시 애월읍 가문동상2길 28, 1층",44,5.0,275,4.58,제주시,애월
인터포레스트,카페,영업,제주특별자치도 제주시 구좌읍 송당리 2092 ,"제주특별자치도 제주시 구좌읍 비자림로 1655, 1~2층",42,4.4,292,4.74,제주시,구좌
스탠스커피,카페,영업,제주특별자치도 제주시 이도이동 1051-7 ,"제주특별자치도 제주시 고산동산5길 27, 1층 (이도이동)",45,5.0,60,4.64,제주시,제주
카페시소,카페,영업,제주특별자치도 제주시 조천읍 조천리 3075-1 ,"제주특별자치도 제주시 조천읍 조천북1길 70, 1층",48,4.9,133,4.84,제주시,조천
섬,카페,영업,제주특별자치도 제주시 한림읍 협재리 2976 ,"제주특별자치도 제주시 한림읍 비양도길 32-5, 1층",52,4.1,0,0.0,제주시,한림
플로리아,카페,영업,제주특별자치도 제주시 한림읍 협재리 1825-1 ,"제주특별자치도 제주시 한림읍 협재8길 22, 1층",63,4.0,0,0.0,제주시,한림
카페리블링스,카페,영업,제주특별자치도 제주시 오라이동 2196-1 ,"제주특별자치도 제주시 동성길 67, 1층 (오라이동)",36,4.7,184,4.52,제주시,제주
비양놀,카페,영업,제주특별자치도 제주시 한림읍 수원리 965 ,제주특별자치도 제주시 한림읍 한림해안로 311,132,4.4,575,4.59,제주시,한림
무우수커피로스터스,카페,영업,제주특별자치도 제주시 조천읍 조천리 2361 ,제주특별자치도 제주시 조천읍 조천11길 22-2,48,4.8,115,0.0,제주시,조천
에이바우트커피뷰하귀포구,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 1624-2 ,"제주특별자치도 제주시 애월읍 하귀12길 21-2, 1~3층",52,4.3,879,4.4,제주시,애월
나이체,카페,영업,제주특별자치도 제주시 아라일동 6106-13 아라힐링 ,"제주특별자치도 제주시 인다6길 35, 아라힐링 1층 (아라일동)",38,4.8,127,4.9,제주시,제주
고도,카페,영업,제주특별자치도 제주시 용담삼동 1173-1 ,"제주특별자치도 제주시 어영길 15, 1층 (용담삼동)",61,4.7,126,4.56,제주시,제주
비스마일,카페,영업,제주특별자치도 제주시 애월읍 장전리 380-2 ,"제주특별자치도 제주시 애월읍 하소로 358, 1층",37,4.2,201,4.65,제주시,애월
더앨리제주애월,카페,영업,제주특별자치도 제주시 애월읍 구엄리 555-6 ,"제주특별자치도 제주시 애월읍 애월해안로 728, 1~2층",80,4.6,547,4.49,제주시,애월
공설,카페,영업,제주특별자치도 제주시 삼도일동 562-8 ,"제주특별자치도 제주시 공설로 15, 1층 (삼도일동)",42,4.7,0,0.0,제주시,제주
오마이파운드,카페,영업,제주특별자치도 제주시 연동 273-54 ,"제주특별자치도 제주시 은남4길 40, 1층 (연동)",42,5.0,182,4.75,제주시,제주
롤링브루잉,카페,영업,제주특별자치도 제주시 일도일동 1168-1 ,"제주특별자치도 제주시 동문로 21-1, 1층 (일도일동)",60,4.6,216,4.77,제주시,제주
캣빵,카페,영업,제주특별자치도 제주시 한경면 저지리 1838-2 ,"제주특별자치도 제주시 한경면 중산간서로 3695, 1동 1층",42,3.9,320,4.72,제주시,한경
카페진정성종,카페,영업,제주특별자치도 제주시 이호일동 322 ,"제주특별자치도 제주시 서해안로 124, 1층 (이호일동)",310,4.0,1928,4.44,제주시,제주
몽땅,카페,영업,제주특별자치도 제주시 한경면 청수리 157-11 ,"제주특별자치도 제주시 한경면 연명로 385, 1층",313,4.5,3276,4.84,제주시,한경
네꼬야티하우스,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 138-13 ,"제주특별자치도 제주시 애월읍 하귀9길 15, 1층",42,4.5,192,4.45,제주시,애월
볼수록제주,카페,영업,제주특별자치도 제주시 애월읍 수산리 511번지 ,"제주특별자치도 제주시 애월읍 하소로 154-1, 제2동 1층",42,4.2,168,4.78,제주시,애월
스타벅스제주서해안로디티,카페,영업,제주특별자치도 제주시 용담삼동 1020-1 ,"제주특별자치도 제주시 서해안로 624, 1,2층 (용담삼동)",174,4.1,0,0.0,제주시,제주
여누카페,카페,영업,제주특별자치도 제주시 조천읍 교래리 산 61-1 ,"제주특별자치도 제주시 조천읍 남조로 1842, 1~2층",32,4.7,340,4.65,제주시,조천
송당의아침,카페,영업,제주특별자치도 제주시 구좌읍 송당리 1373-1 ,제주특별자치도 제주시 구좌읍 중산간동로 2254,58,3.7,455,4.46,제주시,구좌
더카페,카페,영업,제주특별자치도 제주시 조천읍 조천리 686-1 ,"제주특별자치도 제주시 조천읍 조천18길 50-7, 1층",172,4.0,0,0.0,제주시,조천
구움몽,카페,영업,제주특별자치도 제주시 한림읍 협재리 1732 ,"제주특별자치도 제주시 한림읍 한림로 359, 1층",52,4.1,286,4.35,제주시,한림
취다선,카페,영업,"제주특별자치도 서귀포시 성산읍 오조리 398-10번지 , 지하1층 ","제주특별자치도 서귀포시 성산읍 해맞이해안로 2688, 지하1층",93,4.9,0,0.0,서귀포시,성산
봉꾸라주,카페,영업,제주특별자치도 서귀포시 강정동 152-3번지 ,제주특별자치도 서귀포시 신서로48번길 5 (강정동),55,4.3,134,4.4,서귀포시,중문
카페블루하우스,카페,영업,제주특별자치도 서귀포시 서귀동 297-20번지 1층 ,"제주특별자치도 서귀포시 중앙로 73, 1층 (서귀동)",79,4.5,1936,4.86,서귀포시,서귀포
스타벅스커피 제주송악산,카페,영업,"제주특별자치도 서귀포시 대정읍 상모리 133번지 1,2층 ","제주특별자치도 서귀포시 대정읍 형제해안로 322 (1,2층)",83,3.5,3421,4.41,서귀포시,대정
테라로사 서귀포지,카페,영업,제주특별자치도 서귀포시 하효동 1306-1 ,제주특별자치도 서귀포시 칠십리로658번길 27-16 (하효동),390,4.1,3843,4.51,서귀포시,서귀포
카페 서연의집,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 2975번지 ,제주특별자치도 서귀포시 남원읍 위미해안로 86,164,3.6,950,4.35,서귀포시,남원
색달로망스,카페,영업,제주특별자치도 서귀포시 색달동 1937-4번지 1층 ,"제주특별자치도 서귀포시 색달로72번길 1, 1층 (색달동)",61,4.8,206,4.64,서귀포시,중문
제주아이까페,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 296-10번지 3동 ,"제주특별자치도 서귀포시 성산읍 일출로288번길 8, 3동",41,3.7,0,0.0,서귀포시,성산
벙커 하우스,카페,영업,제주특별자치도 서귀포시 법환동 140 1층 ,"제주특별자치도 서귀포시 막숙포로41번길 66, 1층 (법환동)",110,4.3,1262,4.43,서귀포시,서귀포
리틀포레스트,카페,영업,제주특별자치도 서귀포시 월평동 471-1번지 ,제주특별자치도 서귀포시 월평로 15 (월평동),72,3.9,187,4.48,서귀포시,제주
제주판타스틱버거,카페,영업,제주특별자치도 서귀포시 표선면 토산리 448-11 ,"제주특별자치도 서귀포시 표선면 토산중앙로15번길 6, 1층",352,4.0,1287,4.55,서귀포시,표선
케렌시아,카페,영업,"제주특별자치도 서귀포시 하효동 1305번지 1,2층 ","제주특별자치도 서귀포시 칠십리로658번길 27-18, 1,2층 (하효동)",40,4.5,148,4.53,서귀포시,서귀포
바세츠아이스크림동홍,카페,영업,"제주특별자치도 서귀포시 동홍동 499-7번지 , 1층 ","제주특별자치도 서귀포시 일주동로 8572, 1층 (동홍동)",33,4.8,89,4.76,서귀포시,서귀포
한국맥도날드(유)제주월드컵스타디움DT,패스트푸드,영업,제주특별자치도 서귀포시 강정동 231-1번지 ,"제주특별자치도 서귀포시 일주서로 7, 1,2층 (강정동)",33,4.8,0,0.0,서귀포시,중문
치치퐁,카페,영업,제주특별자치도 서귀포시 안덕면 사계리 171-4번지 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-62,44,4.7,8,0.0,서귀포시,안덕
논짓물해수힐링카페,카페,영업,제주특별자치도 서귀포시 하예동 580번지 ,제주특별자치도 서귀포시 논짓물로 13 (하예동),49,4.2,277,4.53,서귀포시,안덕
와랑와랑,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 875-1번지 ,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,97,4.3,0,0.0,서귀포시,남원
이니스프리,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1235-1 ,제주특별자치도 서귀포시 안덕면 신화역사로 435,327,4.3,0,0.0,서귀포시,안덕
성읍랜드,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2045-1번지 ,제주특별자치도 서귀포시 표선면 번영로 2650,78,4.8,0,0.0,서귀포시,표선
모꼬지,호프,영업,제주특별자치도 서귀포시 남원읍 신흥리 산 30번지 ,제주특별자치도 서귀포시 남원읍 원님로399번길 319,161,4.3,456,4.6,서귀포시,남원
커피먹는고냉이,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 212-3번지 ,제주특별자치도 서귀포시 성산읍 신양로 103,34,4.8,320,4.58,서귀포시,성산
카페희상,카페,영업,제주특별자치도 서귀포시 표선면 표선리 441번지 ,제주특별자치도 서귀포시 표선면 표선동서로 324-18,75,4.1,114,4.39,서귀포시,표선
목장카페드르쿰다,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2873번지 ,"제주특별자치도 서귀포시 표선면 번영로 2454, 1층",312,4.2,927,4.41,서귀포시,표선
카페바르,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 590-2번지 ,제주특별자치도 서귀포시 성산읍 환해장성로 941,157,4.9,273,4.79,서귀포시,성산
청춘부부,카페,영업,제주특별자치도 서귀포시 대정읍 안성리 1926-2번지 ,제주특별자치도 서귀포시 대정읍 추사로38번길 181,175,4.6,556,4.66,서귀포시,대정
모노클제주,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 745-4번지 ,제주특별자치도 서귀포시 남원읍 위미리 745-4번지 ,183,4.0,829,4.54,서귀포시,남원
스타벅스제주신화월드R,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 산 24번지 지하1층 호텔동 ,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 호텔동 지하1층",68,3.9,3403,4.45,서귀포시,안덕
겹겹의 의도,카페,영업,제주특별자치도 서귀포시 서홍동 364번지 파크하임 3차 1층 103호,"제주특별자치도 서귀포시 홍중로27번길 4, 1층 103호 (서홍동, 파크하임 3차)",55,3.9,257,4.43,서귀포시,서귀포
아워홈 에스제이에이 카페그랑,카페,영업,제주특별자치도 서귀포시 대정읍 구억리 1159번지 1층 ,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,55,3.9,0,0.0,서귀포시,대정
동박낭,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 956-3번지 ,"제주특별자치도 서귀포시 남원읍 태위로 275-2, 1,2층",106,3.9,183,4.08,서귀포시,남원
에코소랑꼬라지오꿈앤카페,카페,영업,제주특별자치도 서귀포시 서홍동 1153-6번지 ,제주특별자치도 서귀포시 일주동로 8777 (서홍동),46,4.9,0,0.0,서귀포시,서귀포
스타벅스커피성산일출봉,카페,영업,"제주특별자치도 서귀포시 성산읍 성산리 109-11번지 1,2층 ",제주특별자치도 서귀포시 성산읍 일출로 284-5,147,3.5,4370,4.46,서귀포시,성산
바램,카페,영업,제주특별자치도 서귀포시 안덕면 동광리 259-3번지 ,제주특별자치도 서귀포시 안덕면 신화역사로 611,71,3.9,398,4.22,서귀포시,안덕
아줄레주,카페,영업,제주특별자치도 서귀포시 성산읍 신풍리 627번지 나동 ,"제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59, 나동",475,4.0,1172,4.57,서귀포시,성산
베케,카페,영업,제주특별자치도 서귀포시 신효동 1137-1번지 ,제주특별자치도 서귀포시 효돈로 54 (신효동),465,3.8,936,4.45,서귀포시,서귀포
수망일기,카페,영업,제주특별자치도 서귀포시 남원읍 수망리 360-5번지 1층 ,"제주특별자치도 서귀포시 남원읍 남조로 593-2, 1층",35,4.7,0,0.0,서귀포시,남원
오늘의바다,카페,영업,제주특별자치도 서귀포시 법환동 131 ,제주특별자치도 서귀포시 이어도로 990 (법환동),104,4.7,0,0.0,서귀포시,서귀포
오하효,카페,영업,제주특별자치도 서귀포시 하효동 600 2층 ,"제주특별자치도 서귀포시 칠십리로 752, 2층 (하효동)",47,4.1,140,4.46,서귀포시,서귀포
뜻밖의발견,카페,영업,제주특별자치도 서귀포시 강정동 114-3번지 1층 ,"제주특별자치도 서귀포시 신서로122번길 38, 1층 (강정동)",83,4.9,280,4.65,서귀포시,중문
이니스프리제주하우스,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1235-1 ,"제주특별자치도 서귀포시 안덕면 신화역사로 15, 1층",327,4.3,7998,4.55,서귀포시,안덕
아뽀밍고,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 399-46번지 3층 ,"제주특별자치도 서귀포시 성산읍 일출로 230, 3층",92,4.2,440,4.64,서귀포시,성산
